"type";"node_id";"flow_change";"codi_sad";"nom";"ma";"nearest_node"
"massa";"50";"3,000000000000000";NA;NA;NA;"115"
"massa";"51";"1,000000000000000";NA;NA;NA;"49"
"massa";"52";"1,000000000000000";NA;NA;NA;"53"
"massa";"53";"3,000000000000000";NA;NA;NA;"95"
"massa";"54";"3,000000000000000";NA;NA;NA;"52"
"massa";"55";"1,000000000000000";NA;NA;NA;"54"
"massa";"56";"3,000000000000000";NA;NA;NA;"57"
"massa";"57";"2,000000000000000";NA;NA;NA;"47"
"massa";"58";"2,000000000000000";NA;NA;NA;"96"
"massa";"59";"3,000000000000000";NA;NA;NA;"96"
"massa";"60";"1,000000000000000";NA;NA;NA;"97"
"massa";"61";"3,000000000000000";NA;NA;NA;"60"
"massa";"62";"1,000000000000000";NA;NA;NA;"97"
"massa";"63";"1,000000000000000";NA;NA;NA;"113"
"massa";"64";"3,000000000000000";NA;NA;NA;"59"
"massa";"65";"3,000000000000000";NA;NA;NA;"66"
"massa";"66";"1,000000000000000";NA;NA;NA;"92"
"massa";"67";"2,000000000000000";NA;NA;NA;"68"
"massa";"68";"3,000000000000000";NA;NA;NA;"71"
"massa";"69";"1,000000000000000";NA;NA;NA;"70"
"massa";"70";"1,000000000000000";NA;NA;NA;"69"
"massa";"71";"2,000000000000000";NA;NA;NA;"70"
"massa";"72";"1,000000000000000";NA;NA;NA;"99"
"massa";"73";"3,000000000000000";NA;NA;NA;"99"
"massa";"74";"3,000000000000000";NA;NA;NA;"75"
"massa";"75";"2,000000000000000";NA;NA;NA;"110"
"massa";"76";"1,000000000000000";NA;NA;NA;"75"
"massa";"77";"1,000000000000000";NA;NA;NA;"78"
"massa";"78";"3,000000000000000";NA;NA;NA;"17"
"massa";"79";"1,000000000000000";NA;NA;NA;"109"
"massa";"80";"1,000000000000000";NA;NA;NA;"5"
"massa";"81";"3,000000000000000";NA;NA;NA;"19"
"massa";"82";"1,000000000000000";NA;NA;NA;"103"
"massa";"83";"2,000000000000000";NA;NA;NA;"101"
"massa";"84";"2,000000000000000";NA;NA;NA;"38"
"massa";"85";"2,000000000000000";NA;NA;NA;"18"
"ATL";"86";"-3,541896903666667";"ATL";"Aigües Ter-Llobregat";"ES100MSPF2000227";"119"
"Cabal ambiental";"87";"-0,205346476000000";"C_AMBIEN_REC_MOLI";"CABAL AMBIENTAL REC DEL MOLÍ DE PALS";"ES100MSPF2000460";"144"
"Cabal ambiental";"88";"-0,062226205000000";"C_AMBIEN_REC_SENTMENAT";"CABAL AMBIENTAL REC SENTMENAT";"ES100MSPF2000460";"133"
"ETAP";"89";"-0,816409796833333";"ETAP_MONFULLA";"ETAP MONTFULLA";"ES100MSPF2000227";"39"
"EDAR";"90";"0,476712963000000";"EDAR_GIRONA";"EDAR GIRONA";"ES100MSPF2000380";"129"
"EDAR";"91";"0,033780166000000";"EDAR_ANGLES";"EDAR ANGLÈS";"ES100MSPF2000280";"123"
"EDAR";"92";"0,109349713000000";"EDAR_BANYOLES";"EDAR BANYOLES";"ES100MSPF2000410";"66"
"EDAR";"93";"0,005765597000000";"EDAR_BESCANO";"EDAR BESCANÓ";"ES100MSPF2000280";"140"
"EDAR";"94";"0,024692851000000";"EDAR_CAMPRODON";"EDAR CAMPRODON";"ES100MSPF2000020";"3"
"EDAR";"95";"0,039382423000000";"EDAR_CASSA";"EDAR CASSÀ DE LA SELVA";"ES100MSPF2000340";"53"
"EDAR";"96";"0,022994907000000";"EDAR_CELRA";"EDAR CELRÀ";"ES100MSPF2000420";"58"
"EDAR";"97";"0,003758661000000";"EDAR_FLAÇA";"EDAR FLAÇÀ";"ES100MSPF2000420";"62"
"EDAR";"98";"0,005648497000000";"EDAR_FOLG";"EDAR FOLGUEROLES";"ES100MSPF2000200";"32"
"EDAR";"99";"0,010316439000000";"EDAR_HOSTOLES";"EDAR PLANES D'HOSTOLES, LES";"ES100MSPF2000260";"72"
"EDAR";"100";"0,075684392000000";"EDAR_MANLLEU";"EDAR MANLLEU";"ES100MSPF2000150";"21"
"EDAR";"101";"0,006810619000000";"EDAR_QUART";"EDAR QUART";"ES100MSPF2000360";"83"
"EDAR";"102";"0,013286532000000";"EDAR_RIUDELLOTS";"EDAR RIUDELLOTS DE LA SELVA";"ES100MSPF2000360";"49"
"EDAR";"103";"0,013311126000000";"EDAR_RODA";"EDAR RODA DE TER";"ES100MSPF2000210";"21"
"EDAR";"104";"0,024778760000000";"EDAR_RIBES";"EDAR RIBES DE FRESER";"ES100MSPF2000030";"6"
"EDAR";"105";"0,086536472000000";"EDAR_RIPOLL";"EDAR RIPOLL";"ES100MSPF2000060";"12"
"EDAR";"106";"0,004101322000000";"EDAR_SEVA";"EDAR SEVA";"ES100MSPF2000190";"31"
"EDAR";"107";"0,002777778000000";"EDAR_STGREGORI";"EDAR SANT GREGORI";"ES100MSPF2000300";"42"
"EDAR";"108";"0,017365101000000";"EDAR_STHILARI";"EDAR SANT HILARI SACALM";"ES100MSPF2000290";"41"
"EDAR";"109";"0,010556566000000";"EDAR_STJOAN";"EDAR SANT JOAN DE LES ABADESSES";"ES100MSPF2000020";"79"
"EDAR";"110";"0,003882951000000";"EDAR_ESQ";"EDAR SANTA MARIA DE CORCÓ-L'ESQUIROL";"ES100MSPF2000230";"75"
"EDAR";"111";"0,004442684000000";"EDAR_STQUIRZE";"EDAR SANT QUIRZE DE BESORA";"ES100MSPF2000090";"17"
"EDAR";"112";"0,017499472000000";"EDAR_TARADELL";"EDAR TARADELL";"ES100MSPF2000190";"29"
"EDAR";"113";"0,071634499000000";"EDAR_TORROELLA";"EDAR TORROELLA DE MONTGRÍ";"ES100MSPF2000460";"63"
"EDAR";"114";"0,017684251000000";"EDAR_TONA";"EDAR TONA";"ES100MSPF2000195";"30"
"EDAR";"115";"0,004809438000000";"EDAR_VILOBI";"EDAR VILOBÍ D'ONYAR";"ES100MSPF2000330";"50"
"EDAR";"116";"0,058517003000000";"EDAR_TORELLO";"EDAR VALL DEL GES-TORELLÓ";"ES100MSPF2000090";"18"
"EDAR";"117";"0,254547862000000";"EDAR_VIC";"EDAR VIC";"ES100MSPF2000195";"23"
"Comunitat de regants";"118";"-0,155316606800000";"CR_PARDINA";"CR PARDINA REG";"ES100MSPF2000280";"119"
"Comunitat de regants";"119";"0,000000000000000";"CR_PARDINA";"CR PARDINA NO_REG";"ES100MSPF2000280";"118"
"Comunitat de regants";"120";"-0,173237753800000";"CR_ANGLES";"CR ANGLES REG";"ES100MSPF2000280";"121"
"Comunitat de regants";"121";"-0,008960573400000";"CR_ANGLES";"CR ANGLES NO_REG";"ES100MSPF2000280";"120"
"Comunitat de regants";"122";"-0,023148148200000";"CR_STJULIA";"CR ST JULIA LLOR REG";"ES100MSPF2000280";"123"
"Comunitat de regants";"123";"-0,001493429000000";"CR_STJULIA";"CR ST JULIA LLOR NO_REG";"ES100MSPF2000280";"122"
"Comunitat de regants";"124";"-0,138142174400000";"CR_VILANNA";"CR VILANNA REG";"ES100MSPF2000280";"139"
"Comunitat de regants";"125";"-0,024641577000000";"CR_VILANNA";"CR VILANNA NO_REG";"ES100MSPF2000280";"139"
"Comunitat de regants";"126";"-0,448775388200000";"CR_MONAR";"CR MONAR REG";"ES100MSPF2000280";"140"
"Comunitat de regants";"127";"-0,078405017800000";"CR_MONAR";"CR MONAR NO_REG";"ES100MSPF2000280";"140"
"Comunitat de regants";"128";"-0,397998805400000";"CR_CERVIA";"CR CERVIA REG";"ES100MSPF2000380";"141"
"Comunitat de regants";"129";"-0,082138590200000";"CR_CERVIA";"CR CERVIA NO_REG";"ES100MSPF2000380";"141"
"Comunitat de regants";"130";"-0,577956989400000";"CR_VINYALS";"CR VINYALS REG";"ES100MSPF2000380";"142"
"Comunitat de regants";"131";"-0,125448028800000";"CR_VINYALS";"CR VINYALS NO_REG";"ES100MSPF2000380";"142"
"Comunitat de regants";"132";"-1,560633213800000";"CR_SENTMENAT";"CR SENTMENAT REG";"ES100MSPF2000460";"88"
"Comunitat de regants";"133";"-0,191905615600000";"CR_SENTMENAT";"CR SENTMENAT NO_REG";"ES100MSPF2000460";"88"
"Comunitat de regants";"134";"-1,674133811200000";"CR_MOLI_PALS";"CR MOLI DE PALS REG";"ES100MSPF2000460";"144"
"Comunitat de regants";"135";"-0,209080048000000";"CR_MOLI_PALS";"CR MOLI DE PALS NO_REG";"ES100MSPF2000460";"144"
"Comunitat de regants";"136";"-0,155316606800000";"CR_PARDINA";"CR PARDINA REG TOTAL";"ES100MSPF2000280";"118"
"Comunitat de regants";"137";"-0,182198327400000";"CR_ANGLES";"CR ANGLES REG TOTAL";"ES100MSPF2000280";"120"
"Comunitat de regants";"138";"-0,024641577000000";"CR_STJULIA";"CR ST JULIA LLOR REG TOTAL";"ES100MSPF2000280";"122"
"Comunitat de regants";"139";"-0,162783751600000";"CR_VILANNA";"CR VILANNA REG TOTAL";"ES100MSPF2000280";"124"
"Comunitat de regants";"140";"-0,473416965400000";"CR_MONAR";"CR MONAR REG TOTAL";"ES100MSPF2000280";"126"
"Comunitat de regants";"141";"-0,480137395600000";"CR_CERVIA";"CR CERVIA REG TOTAL";"ES100MSPF2000380";"129"
"Comunitat de regants";"142";"-0,703405017800000";"CR_VINYALS";"CR VINYALS REG TOTAL";"ES100MSPF2000380";"130"
"Comunitat de regants";"143";"-1,752538829200000";"CR_SENTMENAT";"CR SENTMENAT REG TOTAL";"ES100MSPF2000460";"133"
"Comunitat de regants";"144";"-1,883213859000000";"CR_MOLI_PALS";"CR MOLI DE PALS REG TOTAL";"ES100MSPF2000460";"135"
"ONYAR";"145";"0,425586240000000";"ONYAR_AFLUENT";"AFLUENT ONYAR A L'ESTACIO D'AFORAMENT SOTA EL PONT";"ES100MSPF2000380";"46"
