E_S;CODI_SAD;NOM;RIU;X_COOR;Y_COOR;MA;NOM_MA;ANY;ESTAT_SEQUERA;RECURS_REGULAT;UNITATS;ANUAL;T1;T2;T3;T4;S1;S2;GEN;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SEP;OCT;NOV;DIC;UNITATS_DIARITZAT;DIARITZAT_GEN;DIARITZAT_FEB;DIARITZAT_MAR;DIARITZAT_ABR;DIARITZAT_MAY;DIARITZAT_JUN;DIARITZAT_JUL;DIARITZAT_AGO;DIARITZAT_SEP;DIARITZAT_OCT;DIARITZAT_NOV;DIARITZAT_DIC;SI_CABAL_DIARI;NITROGEN_TOTAL_SORTIDA;CODI_EDAR;PRE_POST_PASTERAL
S;CR_PARDINA;CR PARDINA REG;TER;467312;4648266;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2021;normalitat;REG;HM3;4,14;0,77;1,19;1,33;0,85;2,52;1,62;0,28;0,23;0,26;0,36;0,37;0,46;0,55;0,51;0,27;0,37;0,24;0,24;M3/S;0,104540024;0,095072751;0,097072879;0,138888889;0,138142174;0,017174432;0,205346476;0,190412186;0,104166667;0,138142174;0,092592593;0,089605735;NA;NA;NA;POST
S;CR_PARDINA;CR PARDINA NO_REG;TER;467312;4648266;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2021;normalitat;NO_REG;HM3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M3/S;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;POST
S;CR_ANGLES;CR ANGLES REG;TER;468800;4647224;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2021;normalitat;REG;HM3;5,92;1,57;1,37;1,61;1,37;2,98;2,94;0,51;0,5;0,56;0,54;0,29;0,54;0,52;0,57;0,52;0,59;0,42;0,36;M3/S;0,190412186;0,206679894;0,209080048;0,208333333;0,108273596;0,02016129;0,194145759;0,21281362;0,200617284;0,220280765;0,162037037;0,134408602;NA;NA;NA;POST
S;CR_ANGLES;CR ANGLES NO_REG;TER;468800;4647224;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2021;normalitat;NO_REG;HM3;0,27;0;0,27;0;0;0,27;0;0;0;0;0;0,27;0;0;0;0;0;0;0;M3/S;0;0;0;0;0,100806452;0;0;0;0;0;0;0;NA;NA;NA;POST
S;CR_STJULIA;CR ST JULIA LLOR REG;TER;471000,67;4645729,45;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2021;normalitat;REG;HM3;0,52;0,1;0,18;0,19;0,05;0,37;0,15;0,02;0,03;0,05;0,07;0,04;0,07;0,06;0,07;0,06;0,05;0;0;M3/S;0,007467145;0,012400794;0,018667861;0,027006173;0,014934289;0,002613501;0,022401434;0,026135006;0,023148148;0,018667861;0;0;NA;NA;NA;POST
S;CR_STJULIA;CR ST JULIA LLOR NO_REG;TER;471000,67;4645729,45;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2021;normalitat;NO_REG;HM3;0,04;0;0,04;0;0;0,04;0;0;0;0;0;0,04;0;0;0;0;0;0;0;M3/S;0;0;0;0;0,014934289;0;0;0;0;0;0;0;NA;NA;NA;POST
S;CR_VILANNA;CR VILANNA REG;TER;472989,93;4646920,38;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2021;normalitat;REG;HM3;2,21;0;0,68;1,4;0,13;2,08;0,13;0;0;0;0,1;0,14;0,44;0,67;0,56;0,17;0,13;0;0;M3/S;0;0;0;0,038580247;0,052270012;0,016427718;0,250149343;0,209080048;0,06558642;0,04853644;0;0;NA;NA;NA;POST
S;CR_VILANNA;CR VILANNA NO_REG;TER;472989,93;4646920,38;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2021;normalitat;NO_REG;HM3;0,31;0;0,22;0,08;0,01;0,3;0,01;0;0;0;0,07;0,08;0,07;0,02;0,04;0,02;0,01;0;0;M3/S;0;0;0;0,027006173;0,029868578;0,002613501;0,007467145;0,014934289;0,007716049;0,003733572;0;0;NA;NA;NA;POST
S;CR_MONAR;CR MONAR REG;TER;479458,11;4646480,44;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2021;normalitat;REG;HM3;3,88;0,61;0,68;2,09;0,5;2,77;1,11;0,53;0,03;0,05;0,02;0,16;0,5;0,82;1,01;0,26;0,11;0,22;0,17;M3/S;0,197879331;0,012400794;0,018667861;0,007716049;0,059737157;0,018667861;0,306152927;0,3770908;0,100308642;0,041069295;0,084876543;0,063470729;NA;NA;NA;POST
S;CR_MONAR;CR MONAR NO_REG;TER;479458,11;4646480,44;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2021;normalitat;NO_REG;HM3;0,48;0,06;0,23;0,12;0,07;0,35;0,13;0,03;0;0,03;0,02;0,1;0,11;0,02;0,07;0,03;0,01;0,04;0,02;M3/S;0,011200717;0;0,011200717;0,007716049;0,037335723;0,00410693;0,007467145;0,026135006;0,011574074;0,003733572;0,015432099;0,007467145;NA;NA;NA;POST
S;CR_CERVIA;CR CERVIA REG;TER;485699,42;4651948,53;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2021;normalitat;REG;HM3;4,74;0;1,57;3,17;0;4,74;0;0;0;0;0,03;0,07;1,47;1,73;1,37;0,07;0;0;0;M3/S;0;0;0;0,011574074;0,026135006;0,054883513;0,645908005;0,511499403;0,027006173;0;0;0;NA;NA;NA;POST
S;CR_CERVIA;CR CERVIA NO_REG;TER;485699,42;4651948,53;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2021;normalitat;NO_REG;HM3;0,72;0;0,43;0,19;0,1;0,62;0,1;0;0;0;0,11;0,1;0,22;0,02;0,11;0,06;0,09;0;0,01;M3/S;0;0;0;0,042438272;0,037335723;0,008213859;0,007467145;0,041069295;0,023148148;0,033602151;0;0,003733572;NA;NA;NA;POST
S;CR_VINYALS;CR VINYALS REG;TER;485793,27;4651949,76;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2021;normalitat;REG;HM3;7,44;0,25;2,18;5,01;0;7,19;0,25;0,1;0;0,15;0,14;0,17;1,87;2,73;1,9;0,38;0;0;0;M3/S;0,037335723;0;0,056003584;0,054012346;0,063470729;0,069817802;1,019265233;0,709378734;0,146604938;0;0;0;NA;NA;NA;POST
S;CR_VINYALS;CR VINYALS NO_REG;TER;485793,27;4651949,76;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2021;normalitat;NO_REG;HM3;3,9;0,65;1,02;0,39;1,84;1,41;2,49;0,13;0,31;0,21;0,39;0,36;0,27;0,03;0,13;0,23;0,81;0,66;0,37;M3/S;0,04853644;0,128141534;0,078405018;0,150462963;0,134408602;0,010080645;0,011200717;0,04853644;0,088734568;0,302419355;0,25462963;0,138142174;NA;NA;NA;POST
S;CR_SENTMENAT;CR SENTMENAT REG;TER;498893,3;4658948,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2021;normalitat;REG;HM3;22,74;0,83;7,83;14,08;0;21,91;0,83;0,33;0,12;0,38;0,83;1,08;5,92;6,75;6;1,33;0;0;0;M3/S;0,123207885;0,049603175;0,141875747;0,320216049;0,403225806;0,221027479;2,52016129;2,240143369;0,513117284;0;0;0;NA;NA;NA;POST
S;CR_SENTMENAT;CR SENTMENAT NO_REG;TER;498893,3;4658948,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2021;normalitat;NO_REG;HM3;10,13;2,23;2,35;2,44;3,11;4,79;5,34;0,52;0,86;0,85;0,82;0,92;0,61;0,53;0,55;1,36;1,54;0,93;0,64;M3/S;0,194145759;0,355489418;0,317353644;0,316358025;0,34348865;0,022774791;0,197879331;0,205346476;0,524691358;0,574970131;0,358796296;0,238948626;NA;NA;NA;POST
S;CR_MOLI_PALS;CR MOLI DE PALS REG;TER;505648,72;4654440,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2021;normalitat;REG;HM3;20,07;0,9;6,56;12,61;0;19,17;0,9;0,36;0,13;0,41;0,91;1,17;4,48;5,82;5,31;1,48;0;0;0;M3/S;0,134408602;0,053736772;0,153076464;0,351080247;0,436827957;0,167264038;2,172939068;1,982526882;0,570987654;0;0;0;NA;NA;NA;POST
S;CR_MOLI_PALS;CR MOLI DE PALS NO_REG;TER;505648,72;4654440,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2021;normalitat;NO_REG;HM3;9,11;2,42;2,36;1,89;2,44;4,25;4,86;0,56;0,94;0,92;0,89;1,01;0,46;0,46;0,48;0,95;1,58;0,62;0,24;M3/S;0,209080048;0,388558201;0,34348865;0,343364198;0,3770908;0,017174432;0,171744325;0,17921147;0,366512346;0,589904421;0,239197531;0,089605735;NA;NA;NA;POST
S;CR_PARDINA;CR PARDINA REG;TER;467312;4648266;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2020;normalitat;REG;HM3;4,23;0,87;1,13;1,32;0,91;2,45;1,78;0,23;0,25;0,39;0,34;0,35;0,44;0,5;0,49;0,33;0,33;0,29;0,29;M3/S;0,085872162;0,103339947;0,145609319;0,13117284;0,13067503;0,016427718;0,186678614;0,182945042;0,127314815;0,123207885;0,111882716;0,108273596;NA;NA;NA;POST
S;CR_PARDINA;CR PARDINA NO_REG;TER;467312;4648266;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2020;normalitat;NO_REG;HM3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M3/S;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;POST
S;CR_ANGLES;CR ANGLES REG;TER;468800;4647224;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2020;normalitat;REG;HM3;1,63;0,33;0;0,64;0,66;0,64;0,99;0,26;0;0,07;0;0;0;0,06;0,43;0,15;0,27;0,11;0,28;M3/S;0,097072879;0;0,026135006;0;0;0;0,022401434;0,160543608;0,05787037;0,100806452;0,042438272;0,104540024;NA;NA;NA;POST
S;CR_ANGLES;CR ANGLES NO_REG;TER;468800;4647224;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2020;normalitat;NO_REG;HM3;4,4;1,18;1,54;0,99;0,69;2,53;1,87;0,26;0,47;0,45;0,48;0,53;0,53;0,49;0,12;0,38;0,27;0,21;0,21;M3/S;0,097072879;0,194279101;0,168010753;0,185185185;0,197879331;0,019787933;0,182945042;0,044802867;0,146604938;0,100806452;0,081018519;0,078405018;NA;NA;NA;POST
S;CR_STJULIA;CR ST JULIA LLOR REG;TER;471000,67;4645729,45;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2020;normalitat;REG;HM3;0,16;0,01;0;0,09;0,06;0,09;0,07;0;0;0,01;0;0;0;0,01;0,06;0,02;0,04;0;0,02;M3/S;0;0;0,003733572;0;0;0;0,003733572;0,022401434;0,007716049;0,014934289;0;0,007467145;NA;NA;NA;POST
S;CR_STJULIA;CR ST JULIA LLOR NO_REG;TER;471000,67;4645729,45;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2020;normalitat;NO_REG;HM3;0,42;0,02;0,2;0,13;0,07;0,33;0,09;0;0;0,02;0,08;0,06;0,06;0,06;0,02;0,05;0,04;0,01;0,02;M3/S;0;0;0,007467145;0,030864198;0,022401434;0,002240143;0,022401434;0,007467145;0,019290123;0,014934289;0,003858025;0,007467145;NA;NA;NA;POST
S;CR_VILANNA;CR VILANNA REG;TER;472989,93;4646920,38;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2020;normalitat;REG;HM3;0,82;0;0;0,8;0,02;0,8;0,02;0;0;0;0;0;0;0,32;0,35;0,13;0,02;0;0;M3/S;0;0;0;0;0;0;0,119474313;0,13067503;0,050154321;0,007467145;0;0;NA;NA;NA;POST
S;CR_VILANNA;CR VILANNA NO_REG;TER;472989,93;4646920,38;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2020;normalitat;NO_REG;HM3;1,2;0;0,56;0,62;0,02;1,18;0,02;0;0;0;0;0,3;0,26;0,31;0,15;0,16;0,01;0,01;0;M3/S;0;0;0;0;0,112007168;0,009707288;0,115740741;0,056003584;0,061728395;0,003733572;0,003858025;0;NA;NA;NA;POST
S;CR_MONAR;CR MONAR REG;TER;479458,11;4646480,44;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2020;normalitat;REG;HM3;3,95;0,5;0;2,09;1,36;2,09;1,86;0,5;0;0;0;0;0;0,94;0,87;0,28;0,5;0,23;0,63;M3/S;0,186678614;0;0;0;0;0;0,350955795;0,324820789;0,108024691;0,186678614;0,088734568;0,235215054;NA;NA;NA;POST
S;CR_MONAR;CR MONAR NO_REG;TER;479458,11;4646480,44;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2020;normalitat;NO_REG;HM3;5,78;0,8;2,03;1,9;1,05;3,93;1,85;0,15;0,65;0;0,19;0,55;1,29;0,81;0,51;0,58;0,15;0,62;0,28;M3/S;0,056003584;0,268683862;0;0,073302469;0,205346476;0,048163082;0,302419355;0,190412186;0,223765432;0,056003584;0,239197531;0,104540024;NA;NA;NA;POST
S;CR_CERVIA;CR CERVIA REG;TER;485699,42;4651948,53;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2020;normalitat;REG;HM3;1,23;0;0;1,23;0;1,23;0;0;0;0;0;0;0;0;1,23;0;0;0;0;M3/S;0;0;0;0;0;0;0;0,459229391;0;0;0;0;NA;NA;NA;POST
S;CR_CERVIA;CR CERVIA NO_REG;TER;485699,42;4651948,53;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2020;normalitat;NO_REG;HM3;3,13;0;0,82;2,21;0,1;3,03;0,1;0;0;0;0;0,35;0,47;1,56;0,25;0,4;0,09;0,01;0;M3/S;0;0;0;0;0,13067503;0,01754779;0,582437276;0,093339307;0,154320988;0,033602151;0,003858025;0;NA;NA;NA;POST
S;CR_VINYALS;CR VINYALS REG;TER;485793,27;4651949,76;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2020;normalitat;REG;HM3;2,17;0;0;2,17;0;2,17;0;0;0;0;0;0;0;0;2,17;0;0;0;0;M3/S;0;0;0;0;0;0;0;0,810185185;0;0;0;0;NA;NA;NA;POST
S;CR_VINYALS;CR VINYALS NO_REG;TER;485793,27;4651949,76;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2020;normalitat;NO_REG;HM3;7,58;0,32;1,81;3,86;1,59;5,67;1,91;0,04;0;0,28;0,29;0,66;0,86;2,31;0,48;1,07;0,79;0,64;0,16;M3/S;0,014934289;0;0,104540024;0,111882716;0,246415771;0,032108722;0,862455197;0,17921147;0,412808642;0,29495221;0,24691358;0,059737157;NA;NA;NA;POST
S;CR_SENTMENAT;CR SENTMENAT REG;TER;498893,3;4658948,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2020;normalitat;REG;HM3;8,87;0;0;8,87;0;8,87;0;0;0;0;0;0;0;2,76;5,79;0,32;0;0;0;M3/S;0;0;0;0;0;0;1,03046595;2,161738351;0,12345679;0;0;0;NA;NA;NA;POST
S;CR_SENTMENAT;CR SENTMENAT NO_REG;TER;498893,3;4658948,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2020;normalitat;NO_REG;HM3;16,18;0,97;4,63;7,19;3,39;11,82;4,36;0,37;0,26;0,34;0,45;1,21;2,97;4,39;0,67;2,13;1,4;0,98;1,01;M3/S;0,138142174;0,107473545;0,126941458;0,173611111;0,451762246;0,110887097;1,639038232;0,250149343;0,821759259;0,522700119;0,37808642;0,3770908;NA;NA;NA;POST
S;CR_MOLI_PALS;CR MOLI DE PALS REG;TER;505648,72;4654440,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2020;normalitat;REG;HM3;9,67;0;0;9,67;0;9,67;0;0;0;0;0;0;0;3,01;6,31;0,35;0;0;0;M3/S;0;0;0;0;0;0;1,123805257;2,35588411;0,135030864;0;0;0;NA;NA;NA;POST
S;CR_MOLI_PALS;CR MOLI DE PALS NO_REG;TER;505648,72;4654440,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2020;normalitat;NO_REG;HM3;18,17;1,6;5,04;7,83;3,7;12,87;5,3;1,42;0,18;0;0,49;1,31;3,24;4,78;0,73;2,32;1,53;1,07;1,1;M3/S;0,530167264;0,074404762;0;0,18904321;0,489097969;0,120967742;1,784647551;0,272550777;0,895061728;0,571236559;0,412808642;0,410692951;NA;NA;NA;POST
S;CR_PARDINA;CR PARDINA REG TOTAL;TER;467312;4648266;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2024;excepcionalitat;TOTAL;HM3;1,55;0,26;0,2;0,89;0,2;1,09;0,46;0,19;0,04;0,03;0,02;0,01;0,17;0,36;0,33;0,2;0,08;0,06;0,06;M3/S;0,070937873;0,016534392;0,011200717;0,007716049;0,003733572;0,006347073;0,134408602;0,123207885;0,077160494;0,029868578;0,023148148;0,022401434;NA;NA;NA;POST
S;CR_ANGLES;CR ANGLES REG TOTAL;TER;468800;4647224;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2024;excepcionalitat;TOTAL;HM3;0,66;0,02;0;0,64;0;0,64;0,02;0,02;0;0;0;0;0;0,21;0,32;0,11;0;0;0;M3/S;0,007467145;0;0;0;0;0;0,078405018;0,119474313;0,042438272;0;0;0;NA;NA;NA;POST
S;CR_STJULIA;CR ST JULIA LLOR REG TOTAL;TER;471000,67;4645729,45;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2024;excepcionalitat;TOTAL;HM3;0,23;0,02;0,01;0,2;0;0,21;0,02;0;0,01;0,01;0;0;0,01;0,07;0,07;0,06;0;0;0;M3/S;0;0,004133598;0,003733572;0;0;0,000373357;0,026135006;0,026135006;0,023148148;0;0;0;NA;NA;NA;POST
S;CR_VILANNA;CR VILANNA REG TOTAL;TER;472989,93;4646920,38;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2024;excepcionalitat;TOTAL;HM3;1,25;0,14;0,06;0,91;0,14;0,97;0,28;0,01;0,08;0,05;0;0;0,06;0,34;0,31;0,26;0,13;0,01;0;M3/S;0,003733572;0,033068783;0,018667861;0;0;0,002240143;0,126941458;0,115740741;0,100308642;0,04853644;0,003858025;0;NA;NA;NA;POST
S;CR_MONAR;CR MONAR REG TOTAL;TER;479458,11;4646480,44;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2024;excepcionalitat;TOTAL;HM3;4,43;0,04;0,15;4,07;0,17;4,22;0,21;0;0,02;0,02;0;0;0,15;1,21;1,76;1,1;0,17;0;0;M3/S;0;0,008267196;0,007467145;0;0;0,005600358;0,451762246;0,657108722;0,424382716;0,063470729;0;0;NA;NA;NA;POST
S;CR_CERVIA;CR CERVIA REG TOTAL;TER;485699,42;4651948,53;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2024;excepcionalitat;TOTAL;HM3;2,64;0,01;0,01;2,59;0,03;2,6;0,04;0,01;0;0;0;0;0,01;1,04;1,09;0,46;0,03;0;0;M3/S;0,003733572;0;0;0;0;0,000373357;0,388291517;0,406959379;0,177469136;0,011200717;0;0;NA;NA;NA;POST
S;CR_VINYALS;CR VINYALS REG TOTAL;TER;485793,27;4651949,76;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2024;excepcionalitat;TOTAL;HM3;2,89;0,04;0,08;2,6;0,17;2,68;0,21;0,03;0,01;0;0;0;0,08;1,03;1,15;0,42;0,07;0,05;0,05;M3/S;0,011200717;0,004133598;0;0;0;0,002986858;0,384557945;0,429360812;0,162037037;0,026135006;0,019290123;0,018667861;NA;NA;NA;POST
S;CR_SENTMENAT;CR SENTMENAT REG TOTAL;TER;498893,3;4658948,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2024;excepcionalitat;TOTAL;HM3;11,12;0,78;2,05;7,3;0,99;9,35;1,77;0,36;0,23;0,19;0,41;0,26;1,38;3,35;3,04;0,91;0,42;0,25;0,32;M3/S;0,134408602;0,095072751;0,070937873;0,158179012;0,097072879;0,051523297;1,250746714;1,135005974;0,351080247;0,156810036;0,096450617;0,119474313;NA;NA;NA;POST
S;CR_MOLI_PALS;CR MOLI DE PALS REG TOTAL;TER;505648,72;4654440,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2024;excepcionalitat;TOTAL;HM3;11,6;0,06;1,51;9,82;0,21;11,33;0,27;0,02;0,02;0,02;0,07;0,09;1,35;4,38;3,85;1,59;0,15;0,03;0,03;M3/S;0,007467145;0,008267196;0,007467145;0,027006173;0,033602151;0,050403226;1,635304659;1,437425329;0,613425926;0,056003584;0,011574074;0,011200717;NA;NA;NA;POST
S;CR_PARDINA;CR PARDINA REG TOTAL;TER;467312;4648266;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2023;excepcionalitat;TOTAL;HM3;2,12;0,54;0,38;0,78;0,42;1,16;0,96;0,2;0,16;0,18;0,1;0,06;0,22;0,3;0,31;0,17;0,14;0,14;0,14;M3/S;0,074671446;0,066137566;0,067204301;0,038580247;0,022401434;0,008213859;0,112007168;0,115740741;0,06558642;0,052270012;0,054012346;0,052270012;NA;NA;NA;POST
S;CR_ANGLES;CR ANGLES REG TOTAL;TER;468800;4647224;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2023;excepcionalitat;TOTAL;HM3;2,12;0,8;0,31;0,91;0,1;1,22;0,9;0,42;0,32;0,06;0,09;0,07;0,15;0,4;0,36;0,15;0,04;0,03;0,03;M3/S;0,156810036;0,132275132;0,022401434;0,034722222;0,026135006;0,005600358;0,149342891;0,134408602;0,05787037;0,014934289;0,011574074;0,011200717;NA;NA;NA;POST
S;CR_STJULIA;CR ST JULIA LLOR REG TOTAL;TER;471000,67;4645729,45;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2023;excepcionalitat;TOTAL;HM3;0,15;0;0,04;0,11;0;0,15;0;0;0;0;0,01;0,01;0,02;0,04;0,04;0,03;0;0;0;M3/S;0;0;0;0,003858025;0,003733572;0,000746714;0,014934289;0,014934289;0,011574074;0;0;0;NA;NA;NA;POST
S;CR_VILANNA;CR VILANNA REG TOTAL;TER;472989,93;4646920,38;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2023;excepcionalitat;TOTAL;HM3;1,38;0;0,25;1,08;0,05;1,33;0,05;0;0;0;0,06;0,03;0,16;0,56;0,27;0,25;0,01;0;0,04;M3/S;0;0;0;0,023148148;0,011200717;0,005973716;0,209080048;0,100806452;0,096450617;0,003733572;0;0,014934289;NA;NA;NA;POST
S;CR_MONAR;CR MONAR REG TOTAL;TER;479458,11;4646480,44;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2023;excepcionalitat;TOTAL;HM3;4,81;0,24;0,87;3,57;0,13;4,44;0,37;0;0,13;0,11;0,08;0,17;0,62;1,42;1,36;0,79;0,08;0,04;0,01;M3/S;0;0,053736772;0,041069295;0,030864198;0,063470729;0,023148148;0,530167264;0,50776583;0,304783951;0,029868578;0,015432099;0,003733572;NA;NA;NA;POST
S;CR_CERVIA;CR CERVIA REG TOTAL;TER;485699,42;4651948,53;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2023;excepcionalitat;TOTAL;HM3;3,49;0;0,78;2,65;0,06;3,43;0,06;0;0;0;0;0,02;0,76;1,19;1,02;0,44;0,06;0;0;M3/S;0;0;0;0;0,007467145;0,028375149;0,444295102;0,380824373;0,169753086;0,022401434;0;0;NA;NA;NA;POST
S;CR_VINYALS;CR VINYALS REG TOTAL;TER;485793,27;4651949,76;ES100MSPF2000380;El Ter entre l'Onyar i el Terri;2023;excepcionalitat;TOTAL;HM3;5,9;0,83;0,93;3,61;0,53;4,54;1,36;0,28;0,22;0,33;0,13;0,18;0,62;1,65;1,53;0,43;0,3;0,23;0;M3/S;0,104540024;0,090939153;0,123207885;0,050154321;0,067204301;0,023148148;0,616039427;0,571236559;0,165895062;0,112007168;0,088734568;0;NA;NA;NA;POST
S;CR_SENTMENAT;CR SENTMENAT REG TOTAL;TER;498893,3;4658948,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2023;excepcionalitat;TOTAL;HM3;14,26;2,22;4,16;6,51;1,37;10,67;3,59;1;0,62;0,6;0,77;0,71;2,68;3,22;2,57;0,72;0,61;0,52;0,24;M3/S;0,373357228;0,256283069;0,224014337;0,297067901;0,265083632;0,100059737;1,202210275;0,959528076;0,277777778;0,227747909;0,200617284;0,089605735;NA;NA;NA;POST
S;CR_MOLI_PALS;CR MOLI DE PALS REG TOTAL;TER;505648,72;4654440,75;ES100MSPF2000460;El Ter des de Flaçà fins al mar;2023;excepcionalitat;TOTAL;HM3;11,78;0,11;3,46;7,6;0,61;11,06;0,72;0,05;0,03;0,03;0,3;0,43;2,73;3,65;3,22;0,73;0,32;0,27;0,02;M3/S;0,018667861;0,012400794;0,011200717;0,115740741;0,160543608;0,101926523;1,362753883;1,202210275;0,281635802;0,119474313;0,104166667;0,007467145;NA;NA;NA;POST
S;CR_PARDINA;CR PARDINA REG TOTAL;TER;467312;4648266;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2022;prealerta;TOTAL;HM3;3,7;0,71;0,97;1,28;0,74;2,25;1,45;0,21;0,27;0,23;0,21;0,32;0,44;0,5;0,44;0,34;0,31;0,23;0,2;M3/S;0,078405018;0,111607143;0,085872162;0,081018519;0,119474313;0,016427718;0,186678614;0,16427718;0,13117284;0,115740741;0,088734568;0,074671446;NA;NA;NA;POST
S;CR_ANGLES;CR ANGLES REG TOTAL;TER;468800;4647224;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2022;prealerta;TOTAL;HM3;7,03;1,6;1,91;2,09;1,43;4;3,03;0,48;0,53;0,59;0,58;0,68;0,65;0,63;0,64;0,82;0,53;0,46;0,44;M3/S;0,17921147;0,219080688;0,220280765;0,223765432;0,253882915;0,02426822;0,235215054;0,238948626;0,316358025;0,197879331;0,177469136;0,16427718;NA;NA;NA;POST
S;CR_STJULIA;CR ST JULIA LLOR REG TOTAL;TER;471000,67;4645729,45;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2022;prealerta;TOTAL;HM3;0,56;0;0,23;0,25;0,08;0,48;0,08;0;0;0;0,03;0,1;0,1;0,1;0,07;0,08;0,08;0;0;M3/S;0;0;0;0,011574074;0,037335723;0,003733572;0,037335723;0,026135006;0,030864198;0,029868578;0;0;NA;NA;NA;POST
S;CR_VILANNA;CR VILANNA REG TOTAL;TER;472989,93;4646920,38;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2022;prealerta;TOTAL;HM3;2,4;0,03;0,9;1,29;0,18;2,19;0,21;0;0,02;0,01;0,13;0,25;0,52;0,59;0,5;0,2;0,11;0,07;0;M3/S;0;0,008267196;0,003733572;0,050154321;0,093339307;0,019414576;0,220280765;0,186678614;0,077160494;0,041069295;0,027006173;0;NA;NA;NA;POST
S;CR_MONAR;CR MONAR REG TOTAL;TER;479458,11;4646480,44;ES100MSPF2000280;El Ter des del Pasteral fins a la confluència de l'Onyar;2022;prealerta;TOTAL;HM3;6,84;1,4;1,85;3,46;0,13;5,31;1,53;0,38;0,36;0,66;0,29;0,51;1,05;1,52;1,15;0,79;0,07;0,01;0,05;M3/S;0,141875747;0,148809524;0,246415771;0,111882716;0,190412186;0,039202509;0,567502987;0,429360812;0,304783951;0,026135006;0,003858025;0,018667861;NA;NA;NA;POST
